negative,positive
The last few episodes were really intense :(((((( kagami n kuroko forever &lt;3,"Jumma Mubarak All of You. 

Stay Blessed :)"
can't sleep :-(,@salcedonot we're looking forward to being able to spend more time with you! :) enjoy iflix! :)
I just can't say nah to food :((((,"#TGIF
It's Weekend.......ENjoy :) http://t.co/Tck0izSpKB"
@keancipriano I want to see you :( sana makita na kita and ang @callalilyband .,"@TheVampsCon im thankful to have someone like you in my life to inspire me to be better everyday. i love you, mind following me? :)"
spooky jim and smol bean :(,Become better to atrack better :)
One of the guys from true blood was in St. Fagans yesterday :( :( :( @KimIannucci,@padaleckbye First and third look promising and if all else fails and you can make a decision to go with all of the above! :)
@Charlottegshore Where can I buy your book #MeMeMe? I live in Finland :(,Crazy girlfriends be like :-)(-: Jesus Christ. http://t.co/RTWjc7e1lM
@theohurts whaaat. this so isn't fair :(,@TheShreddingA Morning :) you too. A gd day in store? I'm off to badminton with my 2 littl'uns! @AquaDesignGroup @Klick_Business #FabFriday
@JayMcGuiness nooo stay in UK IM HERE :(,@grafikmag @editionsdulivre I a kid inside!!! I want one!! :-)
@Ashton5SOS aw poor thing :(,Imran khan a hero :) really  #IKPrideOfPak
@Hafeelalala I also want :((,@DrSadafAlvi @FatimahLove92 @AliJaved93 @Iqbal92S @defilibrator @kiran1144 @tahseenfurqan Janjua is my friend.:)
@elementaladam This looks amazing! (think I saw them at meadowhall the other day actually) unfortunately its a weekend so I'll be at work :(,I AM SO SORRY FUCKING ERIC THINKS HES FUNNY :)
@seokielips sorry :( i spend more time on instagram now,@wishm4ster it says my bday :)))))
"RIP Lola. :( I'll miss you. Sorry at di kita nadalaw the last days. Thank you for everything.. sa memories, sa warm hugs, sa lahat. Labyu la","hey @JoshDevineDrums!:)

check this pictures out and what do you think?:)

notice and follow me please?💕

x http://t.co/iaMFvdRMJb"
@kaydeejimin okies :-(,There :) is :) a :) pimple :) on :) my :) forehead :) the :) size :) of :) a :) volcano :)
""" I dont want anything happen to my bae :( """,Good luck to all our couples getting married this weekend :)
Who even started this trend? I wanna know if there is a jot of truth :( #ZaynIsComingBackOnJuly26,"Am Back again and again :)
Done na mag miryenda :)"
Snapchat me guys : IvyPowel19 #snapchat #kikhorny #chat #girl #like4like #travel #phonesex :( http://t.co/HNMkErVr2O,@varun_dvn waiting for it bro :-)
@1DalertGER Schade :(,Party at our 3D printer :) Celebrating future technology's and it's possibilities #touchétoday… https://t.co/Tlcoj355Rt
Missin my homeslice on her bday :(( &lt;/333 @wraithmedia http://t.co/1J3qYUTTqG,"do u use any app to listen to music? if yes, what app? :-) — idownloader http://t.co/L4o5J39UEf"
My poor throat :(((,@ShortgamerUHC I get 25ish then more if I snowball :p
"MY FAV EMOTICON RIGHT NOW IS THE "" :(: "" EMOTICON",@exohun1204 of course :)
you see i'd get my eyebrows done at prettylooks but i wanna try different styles too :(,"nd its going to expire next year. dat is mtn 6gb for u :D , You really like it?"
rip whitney houston. :(,Happy Birthday @EmilyBett ! Have a nice day :) #LoveU
"@iAhmedMallick @LightAgayi 
Aur ap bhi is me shamil ho :(",I wanna go back to the time were everything is still fine. :-)
I haven't been on much these past 2 days bc I need to save my 3g but I feel like I've missed tonnes :(((,"Celebrating life once again. :) #summer #MoreFunInThePhilippines @ Lahos Island, Caramoan Islands https://t.co/Pw7NdlH5d9"
@gambl3d Hey there - sorry to hear this :( Have you checked the service status page → http://t.co/xyUrkkSa60? Gen,"@natsu1725 @AdeccoWaytoWork 
Its such a nice quote :) 
#KunoriforCEO #CEO1Month"
"Are you holding back 
like the way you do :(",@Carol1MY @AmberContact @fieldfarefoods good stuff :). Love a bit of salmon
"The amount i'm eating these days is ridiculous, don't know why I'm suddenly always hungry :(","Jumma kareem :)

Friday Reminder: Do Recite Surah Kahaf.."
omg when ally hugs mani she wraps her arms around her neck and pulls her closer :-(((,@Memz_Dogi i'm joining right now :D
@SensodyneIndia I loved it but this #ToothSensitivity :-(,"@BahiHonTera y not , Sure .. :)"
@jjjaneell yes we should :(,"@melaniemorris Hi Melanie :-) We do in fact, they're really used in cases where normal WiFi could be an issue as you mentioned. You can ...."
@guptashas @cquenx We were heartbroken too! :( @Uber_Delhi,This Quite Phenomenal Offer On Bosch Washing Machine In This Week's @limerickpost These Definitely Won't Last Long :) http://t.co/x4FpGLudE5
A chover :(,"@wildrunnerza @ctmarathon @runnersworldza One of those ""ok i'll run for the photo' moments :D"
i want cebu lechon :(,@Essjayleam Thanks for the refollow too! :)
my head is killing me :(,"I slept less that 7 hours last night, preparing myself for possible naps :p"
@BABYGVL i want a kitten so badly oh my god :((,@ochoaofficiaI idk :p she follows me😎💁🏻
"@Taylorr0se if I sleep, I won't wake up on time :(",I feel like having a relapse :-)
Add my SNAPCHAT : JannyGreen22 #snapchat #kiksex #xxx #seduce #tagsforlikes #nakamaforever #hotels :( http://t.co/K8jYN7SdAL,"Girl : nice wallet.
Boy : Prada hai..
Girl: you're so rich then..
Boy: stupid, I mean bhai ka hai. :p
#prada #PunjabisWillGetIt"
@ellieharveyy it probably your fault he lost his phone :(,"How you? ☺ ""@B_Indiie: @Tumeylo morning babe! :)"""
"@Glanny_ @soL_Lyah @_wattie I told him to suicide and kill both of you, but you ran away forever :(",@dualityknight @bravefrontiergl lol sorry /-\ ultor is my very first hitter so...i favor him too much :))
are you mad at me ? what did i do wrong ? :( what should i do to make you forgive me :(((,@waglington i finished mass effect 1 yesterday and now i dont know if i shoud start mass effect 2 or 100% the game :)
@ConnorFranta PLEASE FOLLOW ME CONNO!!!! I'M LATE AGAIN!!! BECAUSE TIME ZONE AND I COULD FREAK OUT THAT YOU NEVER SEE ME!! :(,"Only my bad would remind me to exercise at 1:12 in the am :-). 
 I miss her. She needs to come back. Now."
@iperfectyonce @justinbieber its my biggest dream can u follow me brooo :((((,Add me on KIK : ughtmed545 #kik #kikmeguys #kissme #nudes #likeforfollow #musicbiz #sexysasunday :) http://t.co/bgTjjz7fFN
@elegantxharry I'm a lonely girl from England too :(,It was overwhelming. My groupmates are thankful to me because our group got 1. 75 in a recitation because of me. :)
This time last week we were on route to Lovebox :( @MixedGemsBeauty shares her day and the new @CollectionLove prods http://t.co/tChmTf8om4,@Moulinparikh Ha! my mistake! Thanks for pointing it out! :)
@ashtonboyf IMS OSAD :-(,"@Junaidogic kyunke Aitchison hai :p look at the responses to my original tweet, you'll know why my brother does this"
I hate breaking out :(,Snapchat me : sexyjudy19 #snapchat #kikmeboys #tagsforlikes #pussy #gay #indiemusic #sexo :) http://t.co/KzdArKKieg
@Zearify i was in it :(,"@TheFieldhouseCa That's true, indeed! Curvy route :)"
@wilywagtail It still happens a lot - unfortunately there are still reports that people are falling for the scam :(,@CreeperFartss come chill by the fire :)
eric &amp; i made up and he still didn't tell me he loved me :-( fake ass,@yknoC that monte/doa header :D
I miss ITB omigod :(,Haha X . What The :D https://t.co/Jo7vtQmvSR
"I need a job and to learn to drive but, my fricken health is putting me back. :(",@50Pips A TED speaker says stress is good for the body another speaker introduce ways to avoid stress :).TED=Thought laboratory :)
"@cleanupchick Hi, unfortunately, we're unable to locate your original complaint. :( Pls DM us the product details &amp; we'll get back to you.",Things to be Noted Awesome :-) http://t.co/cxqFa4uCWu
I miss my boyfriend :-(,@ljfifthharmony I might lose a friend today but you know what idc! :)
@ZappingZach same :-(,@Bixbersboca good morning to you :D lol its really fuckin dark and it's gonna rain so hard in a couple of minutes
"@waniiamira ehem 😏😏 haha ala yeke :( its okay then, have fun in kk! jumpa next time, in ✈️ or 🇺🇸 maybe😋",@AsianMeerkat @johncrossmirror far from it. Being LFC fan makes me expert in spotting mental weakness and lack consistency :-)
Come home to an empty house and no ape :(,"#FF amazing singer, actress and model @annastaff :-) https://t.co/Cioa8dXbrc"
I've been such a shit bestfriend.:(,@ODubPERV Happy Birthday and see you tonight :)
I'm gonna be so inactive next month :(,i'm in amsterdam guys wooo :D
Miss :(,@MatjazSircelj stuff just happens. :)
@RebelGirl1323 :( Well try to do something to keep your mind off all the bad things. We're always here for you,@Michdabitch_ you have no friends :)
@ANTHONYFTSIVAN i'VE NEVER SEEN OR FELT SNOW :(,"NeoBytes :) Universal Pictures seeds pirated movie copy, files takedown notice against itself http://t.co/4ESrPPRXCA"
"@TroutAmbush I'm at work :(
I can show you once I get home, but during 1.2 I lost my maps by accident and lost my builds",@NAYAKHK 2)IndiraG wanted Judiciary to be committed to Govt policy. Now they want RBI to be committed. But I know many have similar views :)
@halehydruh i dont know huhu tests kasi namin and i didnt finish my AP test :-(,@neiltyson What are your thought's on Kepler 452b? :D
Now I want a hot dog :(,@1RobBeasley any progress in Stones transfer to Chelsea ?? :D
"@34_1 no, they rejected section of the UK govt e-petitions site died :(",@Flash_y0 GGs bro :) fun series
I'm so sad. :(,"You always be part of me, I am part of you and defenitely...♬ @MOHDBINTANG :p"
@zayndrome i cant find it :(,@bryantduncan98 of course man :) Nofx is my shit
@remnantsofme Oh no :( What building &amp; suite are you in!?,#friskyfiday Yipeeee :) x https://t.co/nysAkC8IF0
I wanna cut k but I'm with my friends and they threw me a sleepover party :( so I'm pretending to be ok like usual,@KimbleFrench Morning Kim. Sorry to hear this. Can you shed some light on the issue so we can look into this? :) Helen
@swcgtbh leave me alone :(((,@martymccarthy1 @ABCRural A great incentive to get kids to eat their Fruit &amp; Veges :-)
"praying for you , KHAMIS ... :( ... https://t.co/2Qg4dhxaGg #Kadhafi",@KameshRajak welcome sir :)
damn forgot about my hot chocolate :(,Do you know in average it takes 6 seconds to read this god dam mother fucking tweet.  :)
I'm craving Oreos and milk :(((((,@AdamRichman thanks for favouriting our tweet to you. Up the Mariners :)
And now that love island has finished I feel like summer has gone :(,@FCUnitedMcr getting close now. Can't wait for the new season :)
@sugarymgc i miss you :(,@katelynlander GZ :D what did you named it =^.^=
@KrystalHosting Was just about to push a client your way for some hosting. Maybe I had better wait till next week :(,Morning all. Day off :-)
Im so irking :(,I guess sleep was just not in my list of things to do today :-)
someone say thank u and goodbye to chris for me tomorrow pls :(,@RK1610IsMe Hai Rajeev..hope u r hvng a funfilled friday.It ws realy amazing to c diff side of Kabir.Fell in luv with u again :) A smile pls
i need nate ruess' album :(,just prettier :) and mine :)
I could just really use a hug and maybe some icecream :(,"@JLo HAPPY BIRTHDAY TOO YOU! Best wishes from Dresden/Germany :). LOVE YOU &lt;3 &lt;3 &lt;3 &lt;3

(Please share this) http://t.co/EByoLHnnOI"
@ZombieHam There are a lot of good comics events but they all seem to be for kids :( [part of the Schools program],@ConnellJess you wanna be a loser like me ? :) ♥
@XFilesNews Looks more like dog food.... :( ugh!,"@zaynmalik Zayn please follow me, would mean the world! It's my birthday :D I love you so much, your amazing&lt;3"
I miss you so bad :((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((((( @denniselazaro,When you're congratulating your friend on his graduation but you lose the plot. :D http://t.co/lRGfvh3yWg
@fluffyGAB aigoo our baby :(,0 sleeps! @RachelButterwor is officially on her way to Paris! I cannot wait :) #paris #tdf2015 🇫🇷🍷🍸☀️🇫🇷🚲🇫🇷🍷🍸☀️🚲
Want to watch paper town :-(((,I put my trust on you! :)
I just wanna recover :((,"@HitItRichSlots Hey there, just a good suggestion, you guys should make a minions slot!! It would be so fun and cute :)"
@deefizzy :-( poor boy,Happy b'day @HathwalaThakur :)
@KyraaVazquez u guys are together?? :(,@PoemPorns hah....and a thousand more lies  :D
@gufuus i saw one doujin i think of killua getting fucked by ging i was a bit sad cause it didnt show dicks and i was hoping for ginggon :(,"@flurishing @blxcknicotine wow,looking good isabella! Makes me wanna start working out back :D"
"My computer has broken and i have to wait until to fix it.i miss so much the twitter and you,guys.All my love..:(",going to my room now bc i have 3% :-)
@denisegohemun it feels like ytd :((((((,@Varun_dvn Okeyyyyyy VDDDD :)));))))  So excited can't wait ... ! ! Love selfeeee pics on insta :) ♥♥ special coco .. 🙆🙌😛😄😄😁😂😂🐒😁😝❤ #dishoom
@thebodycoach Joe I'm sick can you come round and make me soup ? :(,@Gangesh_Gugi No thinking of writing myself :)
"crying :(
#PDApaghimok",Finally went to the drive in tonight :-)
@woIfgaang it's the story of our life :( haha look who's talking,@katelallyx thanks for the follow have a great day :)
@Madrigal_6 I work :( smh,So Im going to sleep Goodnight :)
why isn't anyone awake :-((,hello :) http://t.co/VQVmRN3BR1
@MonsterxStitch ya sorry :-(,yup i know! okay let me try :) i done it. Hhahhaaa — Haha. http://t.co/ikHF6vKbyW
@SP3CTACL3S she's my friend :(,@ABNORMAL_ANA92 i'm supposed to ask where do you buy albums :)
I used to be so flexible :( http://t.co/fc4NYvnfkb,6 days to go! :)
This taxi driver is going really fast and I'm scared :(,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @thulisiletshele
@pamtravel I bet you are wonder what happened :(,At least there's one cool thing :-))))
"Sheet, its hurt nanaman :(","Hey guys that's my new page! http://t.co/nHvR6teXH2 
:)
Enjoy http://t.co/XRctjTX4SQ"
Need a small lady to walk over my back. So sore.... :((((,"@kindofstrange @ohyoufox Jeeze Tara move on, it's about #TeamCannibal vs #TeamSpaceWhalingIsTheBest now :p"
@JayMcGuiness i want to meet you :(,Morning gym session done! Feels good to workout early...now to enjoy the rest of the day :) #friyay #workout #fitfa… http://t.co/UjjGXrtMRk
Alex fell asleep :(,"I guess I never really identified myself with pharmacy :)
#VeryLateRealisation #IWishIKnewBetter"
why won't justin come to Scotland :(,"@jakastr yeah we know there were lack of few things but hey please do check our final design, satisfy enough? :) https://t.co/EXt098Yq1b"
